item_id,name,width_cm,depth_cm,height_cm,mass_kg,priority,expiry_date,usage_limit,preferred_zone
1357,Seed_Packets,17.8,14.7,15.3,1.4,53,,26,Lab
1358,Seed_Packets,20.9,27.7,27.7,9.2,71,,93,Greenhouse
1359,Navigation_Module,12.7,41.9,28.2,7.5,71,,3277,Cockpit
1360,Solar_Panel,84.9,57.5,1.0,6.2,57,,1489,External_Storage
1361,Medical_Scanner,43.7,17.5,25.9,9.9,92,2026-09-18,1,Lab
1362,Solar_Panel,56.3,59.5,2.8,19.0,38,,2230,Power_Bay
1363,Research_Samples,10.0,25.8,24.9,1.3,5,,3833,Storage_Bay
1364,Pressure_Regulator,33.3,33.8,33.3,18.74,20,,3139,Engineering_Bay
1365,Research_Samples,25.6,24.4,27.5,2.3,46,,2468,Lab
1366,Space_Suit,44.4,42.9,31.9,30.38,67,,837,Storage_Bay
1367,CO2_Scrubber,49.9,11.7,24.9,7.27,68,,171,Engineering_Bay
1368,Microgravity_Lab_Kit,29.5,13.7,12.2,3.8,1,,45,Crew_Quarters
1369,CO2_Scrubber,25.3,25.8,45.0,14.69,75,,432,Life_Support
1370,Cooling_System,34.2,29.3,10.3,5.16,13,,2542,Engineering_Bay
1371,Medical_Scanner,21.8,38.7,44.0,18.56,33,2026-10-11,36,Lab
1372,Cooling_System,22.2,31.2,41.2,14.27,77,,1350,Engineering_Bay
1373,Fire_Extinguisher,32.3,35.3,30.9,17.62,76,,3750,Crew_Quarters
1374,Seed_Packets,26.5,24.8,13.0,7.1,58,,46,Lab
1375,Laptop,40.0,45.6,45.9,41.86,3,,4193,Command_Center
1376,Handheld_Spectrometer,25.8,46.4,22.7,13.59,45,,4388,Engineering_Bay
1377,Circuit_Board,31.8,46.7,30.0,22.28,66,,4991,Engineering_Bay
1378,Asteroid_Sample_Container,20.0,21.5,27.9,8.9,63,,509,Lab
1379,Battery_Pack,22.2,15.7,12.5,2.18,45,,100,External_Storage
1380,Space_Suit,42.3,21.8,12.7,5.86,28,,2384,Airlock
1381,Pressure_Regulator,21.2,36.5,11.1,4.29,82,,3115,Engineering_Bay
1382,Scientific_Sensor,47.0,42.4,27.9,27.8,41,,179,Lab
1383,Asteroid_Sample_Container,19.5,14.8,28.9,1.9,28,,2155,Storage_Bay
1384,CO2_Scrubber,20.0,33.5,18.5,6.2,23,,588,Life_Support
1385,Emergency_Beacon,45.0,28.3,48.2,30.69,47,,4409,Command_Center
1386,Water_Bottle,36.4,30.3,17.7,9.76,86,,1564,Crew_Quarters
1387,Pressure_Regulator,28.4,39.7,49.6,27.96,1,,2206,Airlock
1388,Tool_Kit,24.4,15.3,13.6,8.2,27,,20,Storage_Bay
1389,Microgravity_Lab_Kit,10.8,23.5,19.3,1.2,33,,29,Lab
1390,3D_Printer,44.5,42.3,43.3,40.75,85,,2832,Engineering_Bay
1391,Fire_Extinguisher,32.0,46.0,15.5,11.41,80,,2748,Crew_Quarters
1392,Tether_Reel,13.0,41.1,31.5,8.42,49,,4833,Airlock
1393,CO2_Scrubber,34.4,20.2,24.0,8.34,16,,727,Life_Support
1394,Food_Packet,28.9,17.8,27.8,4.6,99,2026-02-26,36,Storage_Bay
1395,Water_Bottle,40.0,31.4,35.2,22.11,20,,2306,Storage_Bay
1396,Food_Packet,16.2,26.4,12.9,5.2,94,2026-02-06,10,Storage_Bay
1397,Tool_Kit,12.3,19.2,22.3,5.7,19,,36,Maintenance_Bay
1398,Circuit_Board,11.6,37.4,44.6,9.67,97,,2318,Storage_Bay
1399,Seed_Packets,20.1,17.2,13.1,2.7,37,,88,Lab
1400,Tether_Reel,41.7,16.6,27.0,9.34,10,,2197,External_Storage
1401,LED_Work_Light,23.5,11.8,17.9,2.48,21,,3446,Maintenance_Bay
1402,Protein_Bars,33.8,31.5,39.8,21.19,87,,1971,Crew_Quarters
1403,Solar_Panel,92.3,45.5,1.1,19.0,66,,1471,Power_Bay
1404,Helmet_Visor,46.1,18.8,45.0,19.5,32,,940,Crew_Quarters
1405,CO2_Scrubber,21.9,12.4,36.5,4.96,44,,209,Life_Support
1406,Laptop,23.2,15.8,20.4,3.74,39,,1785,Command_Center
1407,Communication_Device,14.5,24.5,12.2,2.17,12,,1402,Command_Center
1408,3D_Printer,30.6,44.5,42.2,28.73,84,,4675,Lab
1409,3D_Printer,19.3,23.0,27.6,6.13,97,,4392,Lab
1410,Communication_Device,15.8,46.1,44.0,16.02,65,,937,Command_Center
1411,Solar_Panel,48.4,49.6,1.8,15.4,41,,3499,External_Storage
1412,Fire_Extinguisher,43.1,45.4,27.0,26.42,86,,192,Crew_Quarters
1413,Lab_Microscope,22.1,28.5,32.7,10.3,62,,3788,Medical_Bay
1414,Laptop,48.3,40.6,16.6,16.28,20,,2977,Crew_Quarters
1415,Thruster_Fuel,36.0,28.0,35.5,17.89,32,,4867,Storage_Bay
1416,Vacuum_Sealed_Tools,37.5,17.2,13.0,4.19,15,,2537,Storage_Bay
1417,Protein_Bars,30.0,45.7,30.9,21.18,27,,2252,Crew_Quarters
1418,Circuit_Board,34.6,39.5,14.7,10.05,77,,2352,Storage_Bay
1419,Radiation_Shield,24.8,10.6,30.5,4.01,66,,810,Storage_Bay
1420,Thruster_Fuel,12.5,40.3,39.7,10.0,73,,4488,Storage_Bay
1421,Microgravity_Lab_Kit,22.7,24.4,27.3,10.0,43,,83,Lab
1422,Antibiotic_Supply,34.1,26.0,43.6,19.33,47,2025-09-22,3785,Medical_Bay
1423,CO2_Scrubber,17.8,38.2,31.2,10.61,70,,603,Engineering_Bay
1424,Oxygen_Cylinder,21.0,18.5,54.1,24.2,53,,3957,Airlock
1425,Navigation_Module,27.8,38.0,41.1,21.71,76,,2155,Command_Center
1426,Navigation_Module,13.5,37.3,42.4,10.68,44,,3017,Cockpit
1427,Asteroid_Sample_Container,30.0,14.8,18.3,5.4,28,,783,Lab
1428,CO2_Scrubber,13.4,33.2,24.9,5.54,58,,771,Life_Support
1429,Tether_Reel,39.7,13.6,41.1,11.1,6,,1001,External_Storage
1430,LED_Work_Light,40.6,29.7,37.2,22.43,63,,3443,Maintenance_Bay
1431,Oxygen_Cylinder,23.1,17.0,89.3,14.2,17,,897,Medical_Bay
1432,Research_Samples,23.7,20.4,27.0,3.2,1,,4040,Lab
1433,Emergency_Oxygen_Mask,44.1,30.6,38.9,26.25,46,,2311,Medical_Bay
1434,Emergency_Beacon,14.4,12.6,38.8,3.52,9,,2116,Cockpit
1435,Lab_Microscope,30.3,21.6,11.5,3.76,40,,3762,Lab
1436,Handheld_Spectrometer,46.3,23.8,32.1,17.69,24,,177,Engineering_Bay
1437,First_Aid_Kit,27.3,16.5,13.8,3.1,66,,72,Crew_Quarters
1438,LED_Work_Light,44.1,15.0,25.6,8.47,91,,2267,Engineering_Bay
1439,Communication_Device,37.0,21.0,34.0,13.21,24,,1452,Command_Center
1440,LED_Work_Light,33.4,40.4,30.9,20.85,64,,1105,Engineering_Bay
1441,Tool_Kit,12.7,20.5,12.6,3.6,13,,97,Maintenance_Bay
1442,Antibiotic_Supply,20.7,19.3,45.6,9.11,81,2027-02-17,1636,Lab
1443,CO2_Scrubber,12.0,14.2,20.8,1.77,77,,854,Life_Support
1444,Scientific_Sensor,29.7,17.5,43.5,11.3,46,,1607,Cockpit
1445,Water_Bottle,20.8,37.4,29.2,11.36,53,,3745,Storage_Bay
1446,Emergency_Oxygen_Mask,43.9,45.0,34.6,34.18,91,,2106,Crew_Quarters
1447,Vacuum_Sealed_Tools,42.5,37.8,23.3,18.72,46,,1073,Storage_Bay
1448,Space_Suit,18.5,45.2,20.2,8.45,52,,450,Storage_Bay
1449,Communication_Device,46.8,34.4,16.7,13.44,72,,2028,Command_Center
1450,Handheld_Spectrometer,18.9,31.2,38.9,11.47,19,,4286,Engineering_Bay
1451,Emergency_Beacon,46.8,23.0,24.2,13.02,45,,1339,Command_Center
1452,First_Aid_Kit,26.5,12.9,25.2,6.2,42,,19,Crew_Quarters
1453,Scientific_Sensor,19.4,11.4,15.4,1.7,75,,3072,Lab
1454,Cooling_System,31.5,40.5,20.6,13.14,26,,4297,Engineering_Bay
1455,Solar_Panel,68.7,41.5,2.4,6.9,53,,1961,External_Storage
1456,Laptop,28.8,45.8,32.4,21.37,49,,1489,Command_Center
1457,Tool_Kit,18.8,24.7,13.0,9.0,71,,24,Storage_Bay
1458,Antibiotic_Supply,49.6,36.4,16.6,14.99,44,2025-08-08,2457,Medical_Bay
1459,Research_Samples,21.3,26.0,12.1,3.6,25,,187,Lab
1460,Laptop,13.3,23.4,32.5,5.06,98,,157,Crew_Quarters
1461,Water_Purification_Unit,44.7,10.7,19.8,4.74,7,,1634,Crew_Quarters
1462,First_Aid_Kit,15.6,23.3,12.7,8.1,51,,70,Medical_Bay
1463,Waste_Management_Kit,17.8,25.0,27.9,7.5,92,,97,Engineering_Bay
1464,Seed_Packets,16.1,10.7,11.3,5.7,88,,7,Greenhouse
1465,Radiation_Shield,28.6,38.8,17.2,9.54,66,,2425,Storage_Bay
1466,Space_Suit,39.4,42.7,38.6,32.47,79,,616,Airlock
1467,Waste_Management_Kit,12.4,20.3,13.0,1.1,3,,53,Engineering_Bay
1468,Oxygen_Cylinder,17.3,28.5,83.6,46.8,90,,2942,Medical_Bay
1469,Water_Purification_Unit,41.7,42.8,45.2,40.34,3,,1764,Life_Support
1470,LED_Work_Light,34.7,26.9,21.2,9.89,98,,630,Engineering_Bay
1471,Solar_Panel,65.8,71.9,4.6,17.4,57,,3934,External_Storage
1472,3D_Printer,11.8,31.8,39.5,7.41,67,,3059,Lab
1473,Vacuum_Sealed_Tools,24.6,45.6,27.9,15.65,40,,575,Maintenance_Bay
1474,Microgravity_Lab_Kit,14.6,12.9,25.0,9.2,32,,19,Crew_Quarters
1475,Protein_Bars,47.9,47.4,11.8,13.4,1,,4526,Crew_Quarters
1476,Navigation_Module,34.3,33.5,45.8,26.31,13,,1546,Command_Center
1477,Vacuum_Sealed_Tools,47.6,19.4,24.1,11.13,65,,2306,Maintenance_Bay
1478,Gyroscope_Module,44.1,25.4,22.9,12.83,63,,1195,Cockpit
1479,Seed_Packets,27.1,23.6,16.5,4.9,28,,89,Lab
1480,Communication_Device,21.1,31.8,49.3,16.54,58,,71,Command_Center
1481,Battery_Pack,26.1,21.3,48.2,13.4,44,,418,Power_Bay
1482,Scientific_Sensor,28.6,39.2,31.1,17.43,73,,3196,Cockpit
1483,Oxygen_Cylinder,27.5,29.2,60.8,33.6,24,,4039,Medical_Bay
1484,Tether_Reel,37.4,30.7,25.0,14.35,34,,763,Airlock
1485,Medical_Scanner,19.3,44.1,27.6,11.75,96,2026-11-20,54,Medical_Bay
1486,Handheld_Spectrometer,21.6,20.4,36.0,7.93,92,,2476,Lab
1487,Solar_Panel,63.0,94.6,4.8,7.4,32,,4662,Power_Bay
1488,Seed_Packets,29.2,13.1,29.5,5.8,1,,80,Greenhouse
1489,Helmet_Visor,45.0,30.3,15.9,10.84,64,,1307,Crew_Quarters
1490,CO2_Scrubber,38.7,14.9,38.6,11.13,83,,933,Life_Support
1491,Vacuum_Sealed_Tools,41.9,36.3,47.1,35.82,88,,1255,Maintenance_Bay
1492,Tether_Reel,18.4,41.7,44.0,16.88,46,,262,Airlock
1493,EV_Suit_Battery,45.9,35.1,27.0,21.75,57,,395,Storage_Bay
1494,Laptop,31.4,16.6,44.3,11.55,57,,4015,Crew_Quarters
1495,Thruster_Fuel,32.0,16.3,27.9,7.28,61,,1531,Storage_Bay
1496,Tool_Kit,14.3,15.0,13.8,1.6,75,,56,Maintenance_Bay
1497,Thruster_Fuel,30.2,10.9,22.0,3.62,8,,4230,Storage_Bay
1498,Scientific_Sensor,29.2,49.8,34.1,24.79,77,,4859,Lab
1499,Thruster_Fuel,14.5,11.9,35.8,3.09,59,,1754,Engine_Bay
1500,Pressure_Regulator,49.4,26.9,37.2,24.72,64,,300,Airlock
1501,Thruster_Fuel,15.2,39.7,11.3,3.41,7,,111,Storage_Bay
1502,Solar_Panel,43.6,66.1,3.8,10.5,19,,2966,Power_Bay
1503,Antibiotic_Supply,22.8,41.5,27.7,13.1,89,2025-11-22,226,Medical_Bay
1504,Navigation_Module,48.5,17.5,47.2,20.03,71,,4000,Command_Center
1505,Thruster_Fuel,33.5,33.8,41.5,23.5,75,,4492,Storage_Bay
1506,Oxygen_Cylinder,17.4,29.5,58.9,45.9,65,,4224,Airlock
1507,Battery_Pack,11.6,20.7,11.5,1.38,51,,250,Power_Bay
1508,Emergency_Oxygen_Mask,27.6,23.7,42.3,13.83,30,,3759,Crew_Quarters
1509,Asteroid_Sample_Container,12.8,18.7,20.8,4.2,87,,3188,Storage_Bay
1510,Food_Packet,20.0,16.7,26.1,2.5,33,2026-07-10,96,Storage_Bay
1511,3D_Printer,28.2,22.1,33.6,10.47,18,,896,Lab
1512,Seed_Packets,25.1,13.0,29.7,6.8,29,,65,Greenhouse
1513,Radiation_Shield,38.8,27.3,13.7,7.26,61,,2096,Storage_Bay
1514,Asteroid_Sample_Container,11.5,28.6,17.0,6.9,73,,3461,Storage_Bay
1515,Water_Bottle,11.8,34.8,37.4,7.68,47,,3142,Storage_Bay
1516,Lab_Microscope,40.0,38.4,21.5,16.51,57,,3350,Medical_Bay
1517,Protein_Bars,25.8,39.5,10.5,5.35,30,,4247,Storage_Bay
1518,Communication_Device,48.8,10.4,32.5,8.25,21,,3389,Crew_Quarters
1519,Research_Samples,15.2,13.8,10.9,1.4,60,,3201,Lab
1520,Scientific_Sensor,42.1,44.3,28.2,26.3,93,,3339,Lab
1521,Radiation_Shield,47.9,48.6,35.6,41.44,80,,1804,Engineering_Bay
1522,Space_Suit,20.7,15.5,25.1,4.03,4,,3672,Airlock
1523,Cooling_System,46.6,22.3,13.7,7.12,10,,1150,Power_Bay
1524,Microgravity_Lab_Kit,23.8,20.2,11.0,3.3,99,,33,Crew_Quarters
1525,Space_Suit,15.2,34.7,11.5,3.03,46,,1561,Storage_Bay
1526,Protein_Bars,26.5,37.7,15.6,7.79,75,,3154,Storage_Bay
1527,Tether_Reel,32.2,23.2,35.0,13.07,85,,4475,External_Storage
1528,Space_Suit,46.8,49.2,12.2,14.05,70,,753,Storage_Bay
1529,Asteroid_Sample_Container,25.9,24.5,25.3,5.0,60,,2923,Lab
1530,Scientific_Sensor,46.1,45.7,34.8,36.66,85,,2371,Cockpit
1531,Research_Samples,15.4,18.1,13.6,3.6,61,,538,Storage_Bay
1532,Emergency_Beacon,47.2,17.8,44.2,18.57,82,,4197,Cockpit
1533,Handheld_Spectrometer,17.0,34.6,25.2,7.41,47,,359,Engineering_Bay
1534,Medical_Scanner,34.2,11.2,37.0,7.09,45,2026-11-17,83,Medical_Bay
1535,Space_Suit,34.2,24.8,23.3,9.88,34,,4117,Storage_Bay
1536,Communication_Device,20.4,25.5,41.9,10.9,40,,2104,Crew_Quarters
1537,Emergency_Beacon,19.6,31.5,47.4,14.63,69,,4003,Command_Center
1538,Food_Packet,12.4,29.3,29.4,7.5,42,2025-06-08,10,Crew_Quarters
1539,Water_Purification_Unit,41.2,36.8,39.8,30.17,15,,2542,Crew_Quarters
1540,3D_Printer,13.8,33.5,17.2,3.98,22,,638,Engineering_Bay
1541,First_Aid_Kit,13.7,25.1,18.1,2.0,87,,53,Crew_Quarters
1542,Fire_Extinguisher,14.7,25.1,16.7,3.08,80,,3887,Engineering_Bay
1543,Emergency_Beacon,25.7,43.2,24.8,13.77,92,,135,Command_Center
1544,Water_Purification_Unit,27.5,49.9,40.3,27.65,92,,1235,Crew_Quarters
1545,Food_Packet,23.2,22.5,26.0,8.9,75,2025-12-06,92,Crew_Quarters
1546,First_Aid_Kit,26.8,19.4,20.5,2.8,23,,28,Medical_Bay
1547,Scientific_Sensor,33.8,18.1,39.5,12.08,33,,469,Lab
1548,Protein_Bars,49.8,46.7,19.9,23.14,42,,1991,Crew_Quarters
1549,Pressure_Regulator,11.8,17.2,48.3,4.9,95,,4724,Airlock
1550,Solar_Panel,63.2,42.8,3.8,16.9,10,,2728,Power_Bay
1551,EV_Suit_Battery,32.9,26.8,24.0,10.58,72,,879,Airlock
1552,Communication_Device,31.1,44.6,19.8,13.73,13,,3829,Command_Center
1553,Protein_Bars,37.6,25.6,16.6,7.99,30,,3586,Crew_Quarters
1554,EV_Suit_Battery,16.1,16.8,31.6,4.27,23,,784,Storage_Bay
1555,Cooling_System,35.1,14.8,46.1,11.97,4,,3640,Engineering_Bay
1556,Space_Suit,12.0,31.3,23.1,4.34,99,,3804,Airlock
1557,Antibiotic_Supply,40.9,13.6,31.1,8.65,2,2027-02-23,4637,Lab
1558,Oxygen_Cylinder,25.8,20.6,71.9,27.1,18,,4171,Medical_Bay
1559,Handheld_Spectrometer,36.9,18.3,47.6,16.07,43,,3369,Lab
1560,Gyroscope_Module,41.8,27.1,40.8,23.11,64,,1767,Cockpit
1561,Oxygen_Cylinder,22.6,21.3,94.3,15.2,69,,4260,Medical_Bay
1562,Fire_Extinguisher,43.4,19.0,19.4,8.0,69,,959,Crew_Quarters
1563,EV_Suit_Battery,20.4,32.3,25.6,8.43,49,,179,Airlock
1564,Protein_Bars,21.1,46.0,29.8,14.46,76,,4180,Storage_Bay
1565,Seed_Packets,21.7,23.5,10.5,7.9,49,,83,Lab
1566,Research_Samples,16.4,23.3,18.1,4.5,46,,3682,Storage_Bay
1567,Solar_Panel,94.5,50.3,5.0,16.9,65,,4936,External_Storage
1568,LED_Work_Light,36.0,47.7,27.4,23.53,56,,3581,Engineering_Bay
1569,Fire_Extinguisher,23.2,18.2,31.5,6.65,99,,1803,Crew_Quarters
1570,Seed_Packets,19.1,12.3,16.5,5.7,98,,26,Greenhouse
1571,Radiation_Shield,41.8,21.1,49.8,21.96,6,,2009,Engineering_Bay
1572,Radiation_Shield,41.8,15.4,17.0,5.47,16,,4790,Engineering_Bay
1573,Seed_Packets,18.8,27.3,18.7,5.4,86,,72,Lab
1574,Laptop,21.7,23.0,35.0,8.73,18,,2433,Crew_Quarters
1575,First_Aid_Kit,11.3,20.1,10.3,3.4,32,,45,Medical_Bay
1576,Pressure_Regulator,48.0,25.8,11.1,6.87,2,,1753,Airlock
1577,Fire_Extinguisher,48.8,42.4,10.4,10.76,71,,2025,Engineering_Bay
1578,Communication_Device,33.2,11.8,45.7,8.95,73,,3627,Command_Center
1579,Helmet_Visor,17.9,29.9,10.6,2.84,27,,4871,Crew_Quarters
1580,Space_Suit,37.9,43.8,42.9,35.61,21,,549,Storage_Bay
1581,Water_Purification_Unit,49.4,24.9,49.9,30.69,52,,74,Crew_Quarters
1582,Tool_Kit,14.0,10.3,20.6,2.7,13,,62,Storage_Bay
1583,Navigation_Module,21.4,39.6,40.6,17.2,76,,4999,Cockpit
1584,Thruster_Fuel,28.1,48.4,49.2,33.46,25,,311,Engine_Bay
1585,Navigation_Module,44.7,24.7,11.4,6.29,67,,115,Command_Center
1586,Radiation_Shield,33.6,16.3,25.8,7.07,9,,4475,Storage_Bay
1587,Space_Suit,11.9,26.0,16.1,2.49,62,,4991,Storage_Bay
1588,Handheld_Spectrometer,10.5,36.9,46.8,9.07,2,,1095,Lab
1589,Oxygen_Cylinder,15.4,20.9,78.4,49.6,1,,4452,Medical_Bay
1590,Space_Suit,17.8,48.1,42.8,18.32,55,,1368,Airlock
1591,First_Aid_Kit,21.3,17.6,14.5,6.9,18,,58,Medical_Bay
1592,Helmet_Visor,25.7,16.2,45.7,9.51,25,,4735,Storage_Bay
1593,Communication_Device,34.7,19.3,27.8,9.31,21,,770,Crew_Quarters
1594,3D_Printer,12.4,42.9,47.8,12.71,1,,3392,Engineering_Bay
1595,Research_Samples,16.7,13.9,10.4,9.5,39,,2407,Lab
1596,Emergency_Beacon,47.1,17.2,24.9,10.09,98,,854,Command_Center
1597,Tether_Reel,33.4,46.1,28.2,21.71,74,,3480,Airlock
1598,Tool_Kit,19.5,17.8,19.8,2.3,76,,53,Maintenance_Bay
1599,Thruster_Fuel,27.6,29.8,29.1,11.97,98,,225,Storage_Bay
1600,Solar_Panel,65.2,70.7,5.0,5.1,44,,1827,External_Storage
1601,Food_Packet,15.3,16.5,14.7,2.9,85,2026-08-13,73,Crew_Quarters
1602,Fire_Extinguisher,28.7,28.1,46.9,18.91,85,,3198,Engineering_Bay
1603,Radiation_Shield,31.9,15.9,45.5,11.54,17,,1975,Engineering_Bay
1604,Solar_Panel,75.2,51.5,4.2,18.1,14,,163,Power_Bay
1605,Radiation_Shield,30.3,25.8,29.5,11.53,38,,2195,Storage_Bay
1606,Helmet_Visor,29.8,23.7,36.9,13.03,20,,881,Storage_Bay
1607,Helmet_Visor,13.5,27.8,28.0,5.25,50,,4327,Crew_Quarters
1608,Scientific_Sensor,17.9,21.5,40.5,7.79,4,,2004,Lab
1609,Emergency_Oxygen_Mask,27.3,44.3,33.7,20.38,15,,785,Medical_Bay
1610,Medical_Scanner,16.7,26.8,10.9,2.44,98,2026-10-15,29,Medical_Bay
1611,Gyroscope_Module,21.5,47.9,47.9,24.66,39,,31,Engineering_Bay
1612,Emergency_Oxygen_Mask,25.0,23.7,29.5,8.74,81,,2837,Medical_Bay
1613,3D_Printer,21.6,43.0,46.6,21.64,36,,2472,Engineering_Bay
1614,Solar_Panel,82.4,50.4,4.4,10.7,47,,2425,Power_Bay
1615,Laptop,34.8,11.8,39.8,8.17,13,,934,Command_Center
1616,Handheld_Spectrometer,27.7,40.3,10.7,5.97,92,,299,Engineering_Bay
1617,Protein_Bars,46.3,13.3,21.3,6.56,46,,3628,Storage_Bay
1618,Handheld_Spectrometer,43.2,36.0,11.2,8.71,28,,19,Lab
1619,Battery_Pack,43.6,10.6,29.5,6.82,23,,454,Power_Bay
1620,Laptop,11.0,37.2,27.4,5.61,8,,4215,Command_Center
1621,Oxygen_Cylinder,25.4,24.6,77.5,21.8,61,,405,Crew_Quarters
1622,3D_Printer,30.4,27.9,33.7,14.29,79,,1440,Lab
1623,Tether_Reel,39.8,43.8,29.4,25.63,35,,1110,Airlock
1624,Food_Packet,28.7,13.0,14.6,8.6,67,2026-03-08,38,Crew_Quarters
1625,Helmet_Visor,24.9,10.8,39.9,5.36,49,,2920,Crew_Quarters
1626,Waste_Management_Kit,24.6,28.9,27.0,6.4,18,,42,Sanitation_Bay
1627,Gyroscope_Module,44.4,25.0,26.5,14.71,4,,1159,Cockpit
1628,Emergency_Beacon,35.9,48.4,11.2,9.73,39,,26,Cockpit
1629,EV_Suit_Battery,25.0,25.0,25.7,8.03,41,,591,Airlock
1630,Pressure_Regulator,28.2,36.4,20.2,10.37,64,,1913,Airlock
1631,LED_Work_Light,47.1,10.8,35.8,9.11,3,,424,Engineering_Bay
1632,Pressure_Regulator,28.0,40.3,44.6,25.16,97,,219,Engineering_Bay
1633,3D_Printer,48.2,43.6,12.1,12.71,61,,1003,Engineering_Bay
1634,Handheld_Spectrometer,11.7,36.7,36.7,7.88,66,,2366,Engineering_Bay
1635,Handheld_Spectrometer,48.6,38.3,17.5,16.29,13,,2299,Lab
1636,Helmet_Visor,18.7,42.9,29.0,11.63,49,,2271,Crew_Quarters
1637,Emergency_Oxygen_Mask,27.9,10.7,46.8,6.99,35,,2381,Medical_Bay
1638,Radiation_Shield,35.5,14.1,32.4,8.11,3,,1470,Storage_Bay
1639,Solar_Panel,47.1,69.7,4.8,11.3,79,,882,External_Storage
1640,Medical_Scanner,28.0,10.6,26.3,3.9,60,2025-07-12,2,Lab
1641,Handheld_Spectrometer,31.5,45.0,37.6,26.65,8,,3769,Lab
1642,EV_Suit_Battery,49.3,27.8,23.8,16.31,14,,666,Airlock
1643,CO2_Scrubber,30.3,40.5,18.9,11.6,5,,494,Engineering_Bay
1644,Helmet_Visor,20.6,12.5,20.4,2.63,61,,2771,Storage_Bay
1645,Emergency_Beacon,33.6,40.2,30.3,20.46,29,,399,Command_Center
1646,Scientific_Sensor,42.4,29.2,33.9,20.99,85,,3372,Cockpit
1647,Antibiotic_Supply,10.2,48.9,45.4,11.32,9,2025-07-02,3994,Medical_Bay
1648,Emergency_Oxygen_Mask,16.4,25.6,19.4,4.07,78,,2488,Crew_Quarters
1649,Research_Samples,17.8,28.7,25.2,9.4,86,,1541,Storage_Bay
1650,Antibiotic_Supply,28.3,17.5,18.7,4.63,79,2025-12-01,4513,Lab
1651,Medical_Scanner,13.7,32.4,40.5,8.99,97,2025-10-29,97,Lab
1652,Emergency_Beacon,36.1,29.5,48.5,25.83,37,,3335,Cockpit
1653,Emergency_Beacon,10.4,25.2,16.7,2.19,25,,485,Command_Center
1654,Antibiotic_Supply,19.3,43.5,48.0,20.15,55,2025-11-13,4568,Medical_Bay
1655,Fire_Extinguisher,14.7,24.4,11.1,1.99,56,,1114,Crew_Quarters
1656,Water_Purification_Unit,12.5,38.7,12.7,3.07,75,,1375,Crew_Quarters
1657,3D_Printer,34.6,43.0,27.9,20.75,19,,321,Lab
1658,LED_Work_Light,22.2,23.4,29.2,7.58,89,,1332,Maintenance_Bay
1659,Antibiotic_Supply,17.7,38.1,26.9,9.07,65,2025-10-19,1190,Lab
1660,Emergency_Beacon,14.0,31.0,42.7,9.27,14,,1193,Command_Center
1661,Medical_Scanner,33.7,11.1,27.1,5.07,33,2026-06-22,52,Medical_Bay
1662,Medical_Scanner,32.1,28.5,17.1,7.82,25,2027-03-18,3,Medical_Bay
1663,Tool_Kit,25.2,11.9,11.7,7.7,37,,66,Storage_Bay
1664,Medical_Scanner,44.8,28.5,20.9,13.34,82,2025-12-12,81,Medical_Bay
1665,EV_Suit_Battery,28.7,38.9,38.3,21.38,76,,167,Airlock
1666,LED_Work_Light,38.6,41.6,31.6,25.37,35,,1051,Maintenance_Bay
1667,Research_Samples,11.0,11.5,19.9,6.3,94,,2298,Storage_Bay
1668,Laptop,46.4,32.5,14.4,10.86,50,,4648,Crew_Quarters
1669,Cooling_System,24.6,34.1,20.4,8.56,54,,1405,Engineering_Bay
1670,Seed_Packets,26.3,22.1,13.3,4.8,12,,38,Greenhouse
1671,Emergency_Oxygen_Mask,35.7,13.0,30.5,7.08,67,,4908,Crew_Quarters
1672,CO2_Scrubber,20.4,19.8,14.9,3.01,41,,566,Life_Support
1673,Emergency_Beacon,36.6,44.0,16.0,12.88,7,,1412,Cockpit
1674,Gyroscope_Module,27.5,16.7,44.9,10.31,43,,3283,Cockpit
1675,Emergency_Beacon,10.4,49.8,46.4,12.02,65,,4670,Command_Center
1676,EV_Suit_Battery,18.9,43.4,12.2,5.0,54,,512,Storage_Bay
1677,Laptop,21.6,33.6,45.0,16.33,96,,4586,Command_Center
1678,Food_Packet,17.7,23.8,16.1,1.2,9,2026-10-26,19,Storage_Bay
1679,Tether_Reel,23.5,43.8,36.6,18.84,43,,1492,Airlock
1680,3D_Printer,34.5,40.0,27.1,18.7,76,,4284,Engineering_Bay
1681,Protein_Bars,44.6,44.5,21.2,21.04,77,,4134,Storage_Bay
1682,Navigation_Module,34.8,43.4,11.5,8.68,40,,3267,Command_Center
1683,Cooling_System,35.2,45.0,19.5,15.44,34,,2915,Engineering_Bay
1684,Seed_Packets,17.1,14.4,14.2,4.7,9,,30,Lab
1685,First_Aid_Kit,20.1,13.5,17.6,8.2,6,,88,Crew_Quarters
1686,Lab_Microscope,15.4,15.6,48.8,5.86,87,,294,Lab
1687,Tether_Reel,32.6,42.6,23.1,16.04,34,,2366,External_Storage
1688,Lab_Microscope,21.8,36.4,40.5,16.07,9,,233,Medical_Bay
1689,Circuit_Board,22.2,36.2,36.6,14.71,38,,1089,Engineering_Bay
1690,Emergency_Beacon,27.2,32.8,14.0,6.25,76,,1203,Command_Center
1691,Oxygen_Cylinder,18.5,28.8,96.7,11.9,23,,1257,Crew_Quarters
