item_id,zone,container_id,coordinates
1388,Storage_Bay,TA01,"(19.5,71.9,308.4),(43.9,87.2,322.0)"
1389,Lab,L04,"(136.5,42.5,21.3),(147.3,66.0,40.6)"
1390,Engineering_Bay,EB01,"(21.2,0,744.3),(65.7,42.3,787.6)"
1391,Crew_Quarters,CQ01,"(0,0,1242.5),(32.0,46.0,1258.0)"
1392,Airlock,A03,"(12.2,91.6,15.7),(25.2,132.7,47.2)"
1393,Life_Support,LS03,"(43.4,52.6,0),(77.8,72.8,24.0)"
1394,Storage_Bay,TA01,"(43.9,71.9,308.4),(72.8,89.7,336.2)"
1395,Storage_Bay,TA01,"(0,89.7,308.4),(40.0,121.1,343.6)"
1396,Storage_Bay,TA01,"(40.0,89.7,308.4),(56.2,116.1,321.3)"
1397,Maintenance_Bay,MB01,"(0,0,15.1),(12.3,19.2,37.4)"
1398,Storage_Bay,TA01,"(56.2,89.7,308.4),(67.8,127.1,353.0)"
1399,Lab,L04,"(147.3,42.5,21.3),(167.4,59.7,34.4)"
1400,External_Storage,ES02,"(19.8,0,45.4),(61.5,16.6,72.4)"
1401,Maintenance_Bay,MB02,"(0,34.3,37.7),(23.5,46.1,55.6)"
1402,Crew_Quarters,CQ01,"(0,0,1258.0),(33.8,31.5,1297.8)"
1403,Power_Bay,PB03,"(0,26.6,20.2),(92.3,72.1,21.3)"
1404,Crew_Quarters,CQ01,"(0,0,1297.8),(46.1,18.8,1342.8)"
1405,Life_Support,LS02,"(0,0,94.2),(21.9,12.4,130.7)"
1406,Command_Center,CC02,"(56.9,80.1,12.9),(80.1,95.9,33.3)"
1407,Command_Center,CC02,"(0,95.9,12.9),(14.5,120.4,25.1)"
1408,Lab,L04,"(167.4,42.5,21.3),(198.0,87.0,63.5)"
1409,Lab,L01,"(66.6,0,326.0),(85.9,23.0,353.6)"
1410,Command_Center,CC02,"(14.5,95.9,12.9),(30.3,142.0,56.9)"
1411,External_Storage,ES04,"(0,15.7,101.5),(48.4,65.3,103.3)"
1412,Crew_Quarters,CQ01,"(0,0,1342.8),(43.1,45.4,1369.8)"
1413,Medical_Bay,EA02,"(0,0,272.8),(22.1,28.5,305.5)"
1414,Crew_Quarters,CQ01,"(0,0,1369.8),(48.3,40.6,1386.4)"
1415,Storage_Bay,TA01,"(67.8,89.7,308.4),(103.8,117.7,343.9)"
1416,Storage_Bay,TA01,"(0,117.7,308.4),(37.5,134.9,321.4)"
1417,Crew_Quarters,CQ01,"(0,0,1386.4),(30.0,45.7,1417.3)"
1418,Storage_Bay,TA01,"(37.5,117.7,308.4),(72.1,157.2,323.1)"
1419,Storage_Bay,TA01,"(0,0,323.1),(24.8,10.6,353.6)"
1420,Storage_Bay,TA01,"(24.8,0,323.1),(37.3,40.3,362.8)"
1421,Lab,L01,"(0,0,353.6),(22.7,24.4,380.9)"
1422,Medical_Bay,EA03,"(32.7,61.9,50.7),(66.8,87.9,94.3)"
1423,Engineering_Bay,EB01,"(0,42.3,744.3),(17.8,80.5,775.5)"
1424,Airlock,A01,"(0,114.2,37.2),(21.0,132.7,91.3)"
1425,Command_Center,CC02,"(30.3,95.9,12.9),(58.1,133.9,54.0)"
1426,Cockpit,C03,"(74.6,0,49.9),(88.1,37.3,92.3)"
1427,Lab,L01,"(22.7,0,353.6),(52.7,14.8,371.9)"
1428,Life_Support,LS05,"(0,83.5,0),(13.4,116.7,24.9)"
1429,External_Storage,ES03,"(0,58.9,3.1),(39.7,72.5,44.2)"
1430,Maintenance_Bay,MB01,"(12.3,0,15.1),(52.9,29.7,52.3)"
1431,Medical_Bay,EA02,"(22.1,0,272.8),(45.2,17.0,362.1)"
1432,Lab,L02,"(0,0,136.2),(23.7,20.4,163.2)"
1433,Medical_Bay,EA03,"(0,0,94.3),(44.1,30.6,133.2)"
1434,Cockpit,C05,"(0,0,121.0),(14.4,12.6,159.8)"
1435,Lab,L01,"(52.7,0,353.6),(83.0,21.6,365.1)"
1436,Engineering_Bay,EB01,"(17.8,42.3,744.3),(64.1,66.1,776.4)"
1437,Crew_Quarters,CQ01,"(0,0,1417.3),(27.3,16.5,1431.1)"
1438,Engineering_Bay,EB01,"(0,0,776.4),(44.1,15.0,802.0)"
1439,Command_Center,CC03,"(0,28.3,83.9),(37.0,49.3,117.9)"
1440,Engineering_Bay,EB01,"(44.1,0,776.4),(77.5,40.4,807.3)"
1441,Maintenance_Bay,MB02,"(23.5,34.3,37.7),(36.2,54.8,50.3)"
1442,Lab,L01,"(0,0,365.1),(20.7,19.3,410.7)"
1443,Life_Support,LS03,"(0,0,24.0),(12.0,14.2,44.8)"
1444,Cockpit,C01,"(0,0,63.1),(29.7,17.5,106.6)"
1445,Storage_Bay,TA01,"(37.3,0,323.1),(58.1,37.4,352.3)"
1446,Crew_Quarters,CQ01,"(0,0,1431.1),(43.9,45.0,1465.7)"
1447,Storage_Bay,TA01,"(58.1,0,323.1),(100.6,37.8,346.4)"
1448,Storage_Bay,TA01,"(0,37.8,323.1),(18.5,83.0,343.3)"
1449,Command_Center,CC01,"(40.0,33.6,106.5),(86.8,68.0,123.2)"
1450,Engineering_Bay,EB01,"(0,40.4,776.4),(18.9,71.6,815.3)"
1451,Command_Center,CC03,"(37.0,28.3,83.9),(83.8,51.3,108.1)"
1452,Crew_Quarters,CQ01,"(0,0,1465.7),(26.5,12.9,1490.9)"
1453,Lab,L02,"(23.7,0,136.2),(43.1,11.4,151.6)"
1454,Engineering_Bay,EB01,"(18.9,40.4,776.4),(50.4,80.9,797.0)"
1455,External_Storage,ES04,"(0,0,103.3),(68.7,41.5,105.7)"
1456,Command_Center,CC01,"(0,0,123.2),(28.8,45.8,155.6)"
1457,Storage_Bay,TA01,"(18.5,37.8,323.1),(37.3,62.5,336.1)"
1458,Medical_Bay,EA01,"(0,0,67.6),(49.6,36.4,84.2)"
1459,Lab,L02,"(43.1,0,136.2),(64.4,26.0,148.3)"
1460,Crew_Quarters,CQ01,"(0,0,1490.9),(13.3,23.4,1523.4)"
1461,Crew_Quarters,CQ01,"(13.3,0,1490.9),(58.0,10.7,1510.7)"
1462,Medical_Bay,EA02,"(45.2,0,272.8),(60.8,23.3,285.5)"
1463,Engineering_Bay,EB01,"(50.4,40.4,776.4),(68.2,65.4,804.3)"
1464,Greenhouse,G02,"(0,22.4,0),(16.1,33.1,11.3)"
1465,Storage_Bay,TA01,"(37.3,37.8,323.1),(65.9,76.6,340.3)"
1466,Airlock,A03,"(25.2,91.6,15.7),(64.6,134.3,54.3)"
1467,Engineering_Bay,EB01,"(68.2,40.4,776.4),(80.6,60.7,789.4)"
1468,Medical_Bay,EA02,"(60.8,0,272.8),(78.1,28.5,356.4)"
1469,Life_Support,LS02,"(0,12.4,94.2),(41.7,55.2,139.4)"
1470,Engineering_Bay,EB01,"(80.6,40.4,776.4),(115.3,67.3,797.6)"
1471,External_Storage,ES04,"(0,41.5,103.3),(65.8,113.4,107.9)"
1472,Lab,L04,"(0,0,63.5),(11.8,31.8,103.0)"
1473,Maintenance_Bay,MB02,"(36.2,34.3,37.7),(60.8,79.9,65.6)"
1474,Crew_Quarters,CQ01,"(0,0,1510.7),(14.6,12.9,1535.7)"
1475,Crew_Quarters,CQ01,"(14.6,0,1510.7),(62.5,47.4,1522.5)"
1476,Command_Center,CC02,"(58.1,95.9,12.9),(92.4,129.4,58.7)"
1477,Maintenance_Bay,MB04,"(29.3,34.4,44.0),(76.9,53.8,68.1)"
1478,Cockpit,C02,"(12.7,38.6,99.5),(56.8,64.0,122.4)"
1479,Lab,L02,"(64.4,0,136.2),(91.5,23.6,152.7)"
1480,Command_Center,CC03,"(0,51.3,83.9),(21.1,83.1,133.2)"
1481,Power_Bay,PB04,"(49.7,0,81.6),(75.8,21.3,129.8)"
1482,Cockpit,C05,"(14.4,0,121.0),(43.0,39.2,152.1)"
1483,Medical_Bay,EA01,"(49.6,0,67.6),(77.1,29.2,128.4)"
1484,Airlock,A01,"(21.0,114.2,37.2),(58.4,144.9,62.2)"
1485,Medical_Bay,EA03,"(44.1,0,94.3),(63.4,44.1,121.9)"
1486,Lab,L02,"(0,23.6,136.2),(21.6,44.0,172.2)"
1487,Power_Bay,PB01,"(0,0,4.1),(63.0,94.6,8.9)"
1488,Greenhouse,G01,"(110.4,0,0),(139.6,13.1,29.5)"
1489,Crew_Quarters,CQ01,"(0,0,1522.5),(45.0,30.3,1538.4)"
1490,Life_Support,LS03,"(12.0,0,24.0),(50.7,14.9,62.6)"
1491,Maintenance_Bay,MB04,"(0,53.8,44.0),(41.9,90.1,91.1)"
1492,Airlock,A01,"(58.4,114.2,37.2),(76.8,155.9,81.2)"
1493,Storage_Bay,TA01,"(65.9,37.8,323.1),(111.8,72.9,350.1)"
1494,Crew_Quarters,CQ01,"(0,0,1538.4),(31.4,16.6,1582.7)"
1495,Storage_Bay,TA01,"(0,72.9,323.1),(32.0,89.2,351.0)"
1496,Maintenance_Bay,MB02,"(60.8,34.3,37.7),(75.1,49.3,51.5)"
1497,Storage_Bay,TA01,"(32.0,72.9,323.1),(62.2,83.8,345.1)"
1498,Lab,L04,"(11.8,0,63.5),(41.0,49.8,97.6)"
1499,Engine_Bay,NA03,"(133.7,0,0),(148.2,11.9,35.8)"
1500,Airlock,A03,"(0,0,54.3),(49.4,26.9,91.5)"
1501,Storage_Bay,TA01,"(62.2,72.9,323.1),(77.4,112.6,334.4)"
1502,Power_Bay,PB03,"(0,0,21.3),(43.6,66.1,25.1)"
1503,Medical_Bay,EA02,"(78.1,0,272.8),(100.9,41.5,300.5)"
1504,Command_Center,CC01,"(28.8,0,123.2),(77.3,17.5,170.4)"
1505,Storage_Bay,TA01,"(77.4,72.9,323.1),(110.9,106.7,364.6)"
1506,Airlock,A01,"(76.8,114.2,37.2),(94.2,143.7,96.1)"
1507,Power_Bay,PB02,"(50.0,0,6.4),(61.6,20.7,17.9)"
1508,Crew_Quarters,CQ01,"(0,0,1582.7),(27.6,23.7,1625.0)"
1509,Storage_Bay,TA01,"(0,106.7,323.1),(12.8,125.4,343.9)"
1510,Storage_Bay,TA01,"(12.8,106.7,323.1),(32.8,123.4,349.2)"
1511,Lab,L02,"(21.6,23.6,136.2),(49.8,45.7,169.8)"
1512,Greenhouse,G02,"(16.1,22.4,0),(41.2,35.4,29.7)"
1513,Storage_Bay,TA01,"(32.8,106.7,323.1),(71.6,134.0,336.8)"
1514,Storage_Bay,TA01,"(0,134.0,323.1),(11.5,162.6,340.1)"
1515,Storage_Bay,TA01,"(11.5,134.0,323.1),(23.3,168.8,360.5)"
1516,Medical_Bay,EA03,"(63.4,0,94.3),(103.4,38.4,115.8)"
1517,Storage_Bay,TA01,"(23.3,134.0,323.1),(49.1,173.5,333.6)"
1518,Crew_Quarters,CQ01,"(0,0,1625.0),(48.8,10.4,1657.5)"
1519,Lab,L02,"(49.8,23.6,136.2),(65.0,37.4,147.1)"
1520,Lab,L02,"(65.0,23.6,136.2),(107.1,67.9,164.4)"
1521,Engineering_Bay,EB01,"(0,0,797.6),(47.9,48.6,833.2)"
1522,Airlock,A01,"(0,0,96.1),(20.7,15.5,121.2)"
1523,Power_Bay,PB05,"(0,0,5.0),(46.6,22.3,18.7)"
1524,Crew_Quarters,CQ01,"(0,10.4,1625.0),(23.8,30.6,1636.0)"
1525,Storage_Bay,TA01,"(49.1,134.0,323.1),(64.3,168.7,334.6)"
1526,Storage_Bay,TA01,"(64.3,134.0,323.1),(90.8,171.7,338.7)"
1527,External_Storage,ES02,"(0,16.6,45.4),(32.2,39.8,80.4)"
1528,Storage_Bay,TA01,"(0,0,338.7),(46.8,49.2,350.9)"
1529,Lab,L04,"(41.0,0,63.5),(66.9,24.5,88.8)"
1530,Cockpit,C03,"(0,37.3,49.9),(46.1,83.0,84.7)"
1531,Storage_Bay,TA01,"(46.8,0,338.7),(62.2,18.1,352.3)"
1532,Cockpit,C01,"(29.7,0,63.1),(76.9,17.8,107.3)"
1533,Engineering_Bay,EB01,"(47.9,0,797.6),(64.9,34.6,822.8)"
1534,Medical_Bay,EA01,"(0,29.2,67.6),(34.2,40.4,104.6)"
1535,Storage_Bay,TA01,"(62.2,0,338.7),(96.4,24.8,362.0)"
1536,Crew_Quarters,CQ01,"(23.8,10.4,1625.0),(44.2,35.9,1666.9)"
1537,Command_Center,CC03,"(21.1,51.3,83.9),(40.7,82.8,131.3)"
1538,Crew_Quarters,CQ01,"(0,0,1666.9),(12.4,29.3,1696.3)"
1539,Crew_Quarters,CQ01,"(12.4,0,1666.9),(53.6,36.8,1706.7)"
1540,Engineering_Bay,EB01,"(64.9,0,797.6),(78.7,33.5,814.8)"
1541,Crew_Quarters,CQ01,"(0,0,1706.7),(13.7,25.1,1724.8)"
1542,Engineering_Bay,EB01,"(78.7,0,797.6),(93.4,25.1,814.3)"
1543,Command_Center,CC02,"(0,129.4,12.9),(25.7,172.6,37.7)"
1544,Crew_Quarters,CQ01,"(13.7,0,1706.7),(41.2,49.9,1747.0)"
1545,Crew_Quarters,CQ01,"(0,0,1747.0),(23.2,22.5,1773.0)"
1546,Medical_Bay,EA02,"(0,0,300.5),(26.8,19.4,321.0)"
1547,Lab,L04,"(66.9,0,63.5),(100.7,18.1,103.0)"
1548,Crew_Quarters,CQ01,"(23.2,0,1747.0),(73.0,46.7,1766.9)"
1549,Airlock,A01,"(20.7,0,96.1),(32.5,17.2,144.4)"
1550,Power_Bay,PB02,"(61.6,0,6.4),(124.8,42.8,10.2)"
1551,Airlock,A03,"(49.4,0,54.3),(82.3,26.8,78.3)"
1552,Command_Center,CC03,"(40.7,51.3,83.9),(71.8,95.9,103.7)"
1553,Crew_Quarters,CQ01,"(0,0,1766.9),(37.6,25.6,1783.5)"
1554,Storage_Bay,TA01,"(0,24.8,338.7),(16.1,41.6,370.3)"
1555,Engineering_Bay,EB01,"(0,25.1,797.6),(35.1,39.9,843.7)"
1556,Airlock,A01,"(32.5,0,96.1),(44.5,31.3,119.2)"
1557,Lab,L02,"(0,0,164.4),(40.9,13.6,195.5)"
1558,Medical_Bay,EA01,"(34.2,29.2,67.6),(60.0,49.8,139.5)"
1559,Lab,L04,"(100.7,0,63.5),(137.6,18.3,111.1)"
1560,Cockpit,C02,"(0,0,122.4),(41.8,27.1,163.2)"
1561,Medical_Bay,EA02,"(26.8,0,300.5),(49.4,21.3,394.8)"
1562,Crew_Quarters,CQ01,"(0,0,1783.5),(43.4,19.0,1802.9)"
1563,Airlock,A01,"(44.5,0,96.1),(64.9,32.3,121.7)"
1564,Storage_Bay,TA01,"(16.1,24.8,338.7),(37.2,70.8,368.5)"
1565,Lab,L02,"(40.9,0,164.4),(62.6,23.5,174.9)"
1566,Storage_Bay,TA01,"(37.2,24.8,338.7),(53.6,48.1,356.8)"
1567,External_Storage,ES03,"(39.7,58.9,3.1),(134.2,109.2,8.1)"
1568,Engineering_Bay,EB01,"(35.1,25.1,797.6),(71.1,72.8,825.0)"
1569,Crew_Quarters,CQ01,"(0,0,1802.9),(23.2,18.2,1834.4)"
1570,Greenhouse,G04,"(0,17.6,0),(19.1,29.9,16.5)"
1571,Engineering_Bay,EB01,"(0,0,825.0),(41.8,21.1,874.8)"
1572,Engineering_Bay,EB01,"(41.8,0,825.0),(83.6,15.4,842.0)"
1573,Lab,L02,"(62.6,0,164.4),(81.4,27.3,183.1)"
1574,Crew_Quarters,CQ01,"(23.2,0,1802.9),(44.9,23.0,1837.9)"
1575,Medical_Bay,EA03,"(0,38.4,94.3),(11.3,58.5,104.6)"
1576,Airlock,A03,"(0,26.8,54.3),(48.0,52.6,65.4)"
1577,Engineering_Bay,EB01,"(0,15.4,825.0),(48.8,57.8,835.4)"
1578,Command_Center,CC01,"(0,17.5,123.2),(33.2,29.3,168.9)"
1579,Crew_Quarters,CQ01,"(0,0,1837.9),(17.9,29.9,1848.5)"
1580,Storage_Bay,TA01,"(53.6,24.8,338.7),(91.5,68.6,381.6)"
1581,Crew_Quarters,CQ01,"(17.9,0,1837.9),(67.3,24.9,1887.8)"
1582,Storage_Bay,TA01,"(0,68.6,338.7),(14.0,78.9,359.3)"
1583,Cockpit,C05,"(43.0,0,121.0),(64.4,39.6,161.6)"
1584,Engine_Bay,NA01,"(49.7,0,41.0),(77.8,48.4,90.2)"
1585,Command_Center,CC02,"(25.7,129.4,12.9),(70.4,154.1,24.3)"
1586,Storage_Bay,TA01,"(14.0,68.6,338.7),(47.6,84.9,364.5)"
1587,Storage_Bay,TA01,"(47.6,68.6,338.7),(59.5,94.6,354.8)"
1588,Lab,L02,"(0,27.3,164.4),(10.5,64.2,211.2)"
1589,Medical_Bay,EA03,"(11.3,38.4,94.3),(26.7,59.3,172.7)"
1590,Airlock,A01,"(64.9,0,96.1),(82.7,48.1,138.9)"
1591,Medical_Bay,EA03,"(26.7,38.4,94.3),(48.0,56.0,108.8)"
1592,Storage_Bay,TA01,"(59.5,68.6,338.7),(85.2,84.8,384.4)"
1593,Crew_Quarters,CQ01,"(0,0,1887.8),(34.7,19.3,1915.6)"
1594,Engineering_Bay,EB01,"(48.8,15.4,825.0),(61.2,58.3,872.8)"
1595,Lab,L04,"(137.6,0,63.5),(154.3,13.9,73.9)"
1596,Command_Center,CC02,"(0,0,24.3),(47.1,17.2,49.2)"
1597,Airlock,A03,"(48.0,26.8,54.3),(81.4,72.9,82.5)"
1598,Maintenance_Bay,MB02,"(75.1,34.3,37.7),(94.6,52.1,57.5)"
1599,Storage_Bay,TA01,"(0,84.8,338.7),(27.6,114.6,367.8)"
1600,External_Storage,ES04,"(0,0,107.9),(65.2,70.7,112.9)"
1601,Crew_Quarters,CQ01,"(0,0,1915.6),(15.3,16.5,1930.3)"
1602,Engineering_Bay,EB01,"(61.2,15.4,825.0),(89.9,43.5,871.9)"
1603,Engineering_Bay,EB01,"(0,43.5,825.0),(31.9,59.4,870.5)"
1604,Power_Bay,PB03,"(43.6,0,21.3),(118.8,51.5,25.5)"
1605,Storage_Bay,TA01,"(27.6,84.8,338.7),(57.9,110.6,368.2)"
1606,Storage_Bay,TA01,"(57.9,84.8,338.7),(87.7,108.5,375.6)"
1607,Crew_Quarters,CQ01,"(15.3,0,1915.6),(28.8,27.8,1943.6)"
1608,Lab,L04,"(154.3,0,63.5),(172.2,21.5,104.0)"
1609,Medical_Bay,EA01,"(60.0,29.2,67.6),(87.3,73.5,101.3)"
1610,Medical_Bay,EA03,"(48.0,38.4,94.3),(64.7,65.2,105.2)"
1611,Engineering_Bay,EB01,"(31.9,43.5,825.0),(53.4,91.4,872.9)"
1612,Medical_Bay,EA02,"(49.4,0,300.5),(74.4,23.7,330.0)"
1613,Engineering_Bay,EB01,"(53.4,43.5,825.0),(75.0,86.5,871.6)"
1614,Power_Bay,PB02,"(124.8,0,6.4),(207.2,50.4,10.8)"
1615,Command_Center,CC01,"(33.2,17.5,123.2),(68.0,29.3,163.0)"
1616,Engineering_Bay,EB01,"(75.0,43.5,825.0),(102.7,83.8,835.7)"
1617,Storage_Bay,TA01,"(0,108.5,338.7),(46.3,121.8,360.0)"
1618,Lab,L04,"(172.2,0,63.5),(215.4,36.0,74.7)"
1619,Power_Bay,PB05,"(46.6,0,5.0),(90.2,10.6,34.5)"
1620,Command_Center,CC03,"(0,0,103.7),(11.0,37.2,131.1)"
1621,Crew_Quarters,CQ01,"(28.8,0,1915.6),(54.2,24.6,1993.1)"
1622,Lab,L04,"(0,36.0,63.5),(30.4,63.9,97.2)"
1623,Airlock,A01,"(0,48.1,96.1),(39.8,91.9,125.5)"
1624,Crew_Quarters,CQ01,"(0,0,1993.1),(28.7,13.0,2007.7)"
1625,Crew_Quarters,CQ01,"(0,0,2007.7),(24.9,10.8,2047.6)"
1626,Sanitation_Bay,SB02,"(63.2,0,0),(87.8,28.9,27.0)"
1627,Cockpit,C01,"(0,17.8,63.1),(44.4,42.8,89.6)"
1628,Cockpit,C02,"(0,27.1,122.4),(35.9,75.5,133.6)"
1629,Airlock,A03,"(0,72.9,54.3),(25.0,97.9,80.0)"
1630,Airlock,A03,"(25.0,72.9,54.3),(53.2,109.3,74.5)"
1631,Engineering_Bay,EB01,"(0,0,835.7),(47.1,10.8,871.5)"
1632,Engineering_Bay,EB01,"(47.1,0,835.7),(75.1,40.3,880.3)"
1633,Engineering_Bay,EB01,"(0,40.3,835.7),(48.2,83.9,847.8)"
1634,Engineering_Bay,EB01,"(48.2,40.3,835.7),(59.9,77.0,872.4)"
1635,Lab,L04,"(30.4,36.0,63.5),(79.0,74.3,81.0)"
1636,Crew_Quarters,CQ01,"(24.9,0,2007.7),(43.6,42.9,2036.7)"
1637,Medical_Bay,EA03,"(64.7,38.4,94.3),(92.6,49.1,141.1)"
1638,Storage_Bay,TA01,"(46.3,108.5,338.7),(81.8,122.6,371.1)"
1639,External_Storage,ES02,"(32.2,16.6,45.4),(79.3,86.3,50.2)"
1640,Lab,L04,"(79.0,36.0,63.5),(107.0,46.6,89.8)"
1641,Lab,L04,"(107.0,36.0,63.5),(138.5,81.0,101.1)"
1642,Airlock,A01,"(39.8,48.1,96.1),(89.1,75.9,119.9)"
1643,Engineering_Bay,EB01,"(59.9,40.3,835.7),(90.2,80.8,854.6)"
1644,Storage_Bay,TA01,"(0,122.6,338.7),(20.6,135.1,359.1)"
1645,Command_Center,CC03,"(11.0,0,103.7),(44.6,40.2,134.0)"
1646,Cockpit,C05,"(64.4,0,121.0),(106.8,29.2,154.9)"
1647,Medical_Bay,EA03,"(0,49.1,94.3),(10.2,98.0,139.7)"
1648,Crew_Quarters,CQ01,"(0,0,2036.7),(16.4,25.6,2056.1)"
1649,Storage_Bay,TA01,"(20.6,122.6,338.7),(38.4,151.3,363.9)"
1650,Lab,L04,"(138.5,36.0,63.5),(166.8,53.5,82.2)"
1651,Lab,L04,"(166.8,36.0,63.5),(180.5,68.4,104.0)"
1652,Cockpit,C03,"(46.1,37.3,49.9),(82.2,66.8,98.4)"
1653,Command_Center,CC01,"(0,29.3,123.2),(10.4,54.5,139.9)"
1654,Medical_Bay,EA02,"(74.4,0,300.5),(93.7,43.5,348.5)"
1655,Crew_Quarters,CQ01,"(16.4,0,2036.7),(31.1,24.4,2047.8)"
1656,Crew_Quarters,CQ01,"(31.1,0,2036.7),(43.6,38.7,2049.4)"
1657,Lab,L04,"(180.5,36.0,63.5),(215.1,79.0,91.4)"
1658,Maintenance_Bay,MB01,"(52.9,0,15.1),(75.1,23.4,44.3)"
1659,Lab,L04,"(0,0,91.4),(17.7,38.1,118.3)"
1660,Command_Center,CC02,"(47.1,0,24.3),(61.1,31.0,67.0)"
1661,Medical_Bay,EA01,"(0,0,101.3),(33.7,11.1,128.4)"
1662,Medical_Bay,EA03,"(10.2,49.1,94.3),(42.3,77.6,111.4)"
1663,Storage_Bay,TA01,"(38.4,122.6,338.7),(63.6,134.5,350.4)"
1664,Medical_Bay,EA01,"(33.7,0,101.3),(78.5,28.5,122.2)"
1665,Airlock,A03,"(53.2,72.9,54.3),(81.9,111.8,92.6)"
1666,Maintenance_Bay,MB02,"(0,52.1,37.7),(38.6,93.7,69.3)"
1667,Storage_Bay,TA01,"(63.6,122.6,338.7),(74.6,134.1,358.6)"
1668,Crew_Quarters,CQ01,"(0,0,2049.4),(46.4,32.5,2063.8)"
1669,Engineering_Bay,EB01,"(0,0,854.6),(24.6,34.1,875.0)"
1670,Greenhouse,G02,"(41.2,22.4,0),(67.5,44.5,13.3)"
1671,Crew_Quarters,CQ01,"(0,0,2063.8),(35.7,13.0,2094.3)"
1672,Life_Support,LS05,"(13.4,83.5,0),(33.8,103.3,14.9)"
1673,Cockpit,C01,"(44.4,17.8,63.1),(81.0,61.8,79.1)"
1674,Cockpit,C02,"(0,0,133.6),(27.5,16.7,178.5)"
1675,Command_Center,CC01,"(10.4,29.3,123.2),(20.8,79.1,169.6)"
1676,Storage_Bay,TA01,"(74.6,122.6,338.7),(93.5,166.0,350.9)"
1677,Command_Center,CC02,"(61.1,0,24.3),(82.7,33.6,69.3)"
1678,Storage_Bay,TA01,"(0,0,350.9),(17.7,23.8,367.0)"
1679,Airlock,A01,"(0,75.9,96.1),(23.5,119.7,132.7)"
1680,Engineering_Bay,EB01,"(24.6,0,854.6),(59.1,40.0,881.7)"
1681,Storage_Bay,TA01,"(17.7,0,350.9),(62.3,44.5,372.1)"
1682,Command_Center,CC01,"(20.8,29.3,123.2),(55.6,72.7,134.7)"
1683,Engineering_Bay,EB01,"(59.1,0,854.6),(94.3,45.0,874.1)"
1684,Lab,L04,"(17.7,0,91.4),(34.8,14.4,105.6)"
1685,Crew_Quarters,CQ01,"(0,0,2094.3),(20.1,13.5,2111.9)"
1686,Lab,L04,"(34.8,0,91.4),(50.2,15.6,140.2)"
1687,External_Storage,ES03,"(0,109.2,3.1),(32.6,151.8,26.2)"
1688,Medical_Bay,EA03,"(42.3,49.1,94.3),(64.1,85.5,134.8)"
1689,Engineering_Bay,EB01,"(0,0,874.1),(22.2,36.2,910.7)"
1690,Command_Center,CC03,"(44.6,0,103.7),(71.8,32.8,117.7)"
1691,Crew_Quarters,CQ01,"(20.1,0,2094.3),(38.6,28.8,2191.0)"
1692,Lab,L04,"(50.2,0,91.4),(87.5,48.7,113.1)"
1693,Sanitation_Bay,SB01,"(0,0,45.2),(21.0,10.8,73.2)"
1694,Storage_Bay,TA01,"(0,44.5,350.9),(12.9,71.9,395.5)"
1695,Crew_Quarters,CQ01,"(0,0,2191.0),(23.9,15.9,2206.6)"
1696,Engineering_Bay,EB01,"(22.2,0,874.1),(49.2,13.0,921.5)"
1697,External_Storage,ES04,"(0,0,112.9),(27.3,11.2,128.1)"
1698,Lab,L04,"(87.5,0,91.4),(114.1,13.3,119.0)"
1699,Crew_Quarters,CQ01,"(23.9,0,2191.0),(54.7,20.6,2204.5)"
1700,Crew_Quarters,CQ01,"(0,0,2204.5),(35.1,13.8,2230.8)"
1701,Airlock,A03,"(0,111.8,54.3),(39.3,150.7,87.0)"
1702,External_Storage,ES02,"(0,0,50.2),(21.3,42.3,83.3)"
1703,Storage_Bay,TA01,"(12.9,44.5,350.9),(35.1,61.1,365.6)"
1704,Life_Support,LS04,"(48.4,0,51.9),(89.9,15.2,75.6)"
1705,Cockpit,C02,"(0,16.7,133.6),(44.0,45.5,172.3)"
1706,Power_Bay,PB04,"(0,0,129.8),(27.4,27.4,176.9)"
1707,Crew_Quarters,CQ01,"(0,0,2230.8),(23.2,19.6,2274.4)"
1708,Medical_Bay,EA02,"(0,0,348.5),(18.2,28.3,391.9)"
1709,Crew_Quarters,CQ01,"(23.2,0,2230.8),(71.5,42.8,2254.3)"
1710,Cockpit,C01,"(0,0,79.1),(28.2,39.0,104.4)"
1711,Crew_Quarters,CQ01,"(0,0,2254.3),(47.9,30.9,2278.7)"
1712,Engineering_Bay,EB01,"(49.2,0,874.1),(84.5,44.4,905.3)"
1713,Engine_Bay,NA03,"(148.2,0,0),(197.4,24.2,11.4)"
1714,Storage_Bay,TA01,"(35.1,44.5,350.9),(53.1,87.7,376.1)"
1715,Engineering_Bay,EB01,"(0,0,905.3),(20.5,40.5,928.0)"
1716,Crew_Quarters,CQ01,"(0,0,2278.7),(28.5,14.4,2294.4)"
1717,Crew_Quarters,CQ01,"(0,0,2294.4),(16.9,24.6,2367.2)"
1718,Crew_Quarters,CQ01,"(16.9,0,2294.4),(66.6,41.2,2335.6)"
1719,Storage_Bay,TA01,"(53.1,44.5,350.9),(65.2,92.1,395.1)"
1720,Crew_Quarters,CQ01,"(0,0,2335.6),(18.7,12.4,2363.7)"
1721,Storage_Bay,TA01,"(65.2,44.5,350.9),(77.6,55.4,388.7)"
1722,Maintenance_Bay,MB01,"(75.1,0,15.1),(100.7,42.5,57.5)"
1723,Storage_Bay,TA01,"(77.6,44.5,350.9),(103.7,71.9,378.7)"
